fid,city,year_built,units
138714,Boston,1999,3
138715,Boston,1905,3
138716,Boston,1925,1
138717,Boston,1930,2
138718,Boston,1930,1
138719,Boston,1905,3
138720,Boston,1924,11
138721,Boston,1929,1
138722,Boston,1928,2
138723,Boston,1880,2
138725,Boston,1915,2
138728,Boston,1986,1
138729,Boston,1910,5
138731,Boston,2007,5
138732,Boston,1890,5
138734,Boston,1899,1
138735,Boston,1920,2
138736,Boston,1880,1
138737,Boston,1928,2
138738,Boston,2007,2
138739,Boston,2007,1
138740,Boston,1905,3
138743,Boston,1890,3
138744,Boston,1905,3
138745,Boston,1905,5
138746,Boston,1987,3
138747,Boston,2011,1
138748,Boston,1930,1
138749,Boston,1905,3
138750,Boston,1923,1
138751,Boston,1922,1
138753,Boston,1932,6
138754,Boston,1911,1
138756,Boston,1976,147
138758,Boston,2007,3
138759,Boston,1925,1
138760,Boston,1899,1
138761,Boston,1950,1
138763,Boston,1910,1
138764,Boston,1910,5
138765,Boston,1899,6
138766,Boston,1907,1
138767,Boston,1954,1
138768,Boston,1870,1
138769,Boston,1844,1
138770,Boston,1900,1
138771,Boston,1999,3
138772,Boston,1900,1
138773,Boston,1899,4
138775,Boston,1880,1
138776,Boston,1900,2
138777,Boston,1915,2
138778,Boston,1899,1
138779,Boston,2013,3
138780,Boston,1955,47
138781,Boston,1927,3
138782,Boston,1900,7
138783,Boston,1910,3
138784,Boston,1899,10
138785,Boston,1899,5
138786,Boston,1865,2
138787,Boston,1865,4
138788,Boston,2020,2
138789,Boston,1910,1
138790,Boston,1890,5
138791,Boston,1890,3
138792,Boston,1899,5
138793,Boston,1890,3
138796,Boston,1890,11
138797,Boston,1900,5
138798,Boston,1999,5
138800,Boston,1890,1
138801,Boston,1900,3
138802,Boston,1890,3
138803,Boston,1890,1
138804,Boston,1905,11
138805,Boston,1899,2
138806,Boston,1920,2
138807,Boston,1930,1
138809,Boston,1945,2
138810,Boston,1939,1
138811,Boston,1910,2
138812,Boston,1910,1
138813,Boston,1900,1
138814,Boston,1972,1
138815,Boston,1989,1
138817,Boston,1930,1
138818,Boston,1964,1
138819,Boston,1899,1
138820,Boston,1900,1
138821,Boston,2009,2
138822,Boston,2010,11
138823,Boston,1900,1
138824,Boston,1915,1
138825,Boston,1999,7
138826,Boston,1915,1
138827,Boston,1885,1
138828,Boston,1885,1
138829,Boston,2017,9
138830,Boston,1900,3
138831,Boston,1873,1
138832,Boston,1905,5
138833,Boston,2012,5
138834,Boston,1895,1
138837,Boston,1870,2
138838,Boston,1870,1
138840,Boston,1900,2
138841,Boston,2005,1
138843,Boston,1999,5
138844,Boston,1999,5
138845,Boston,1899,3
138846,Boston,1976,1
138848,Boston,2000,25
138849,Boston,1999,11
138850,Boston,1890,5
138853,Boston,1890,2
138854,Boston,1905,5
138856,Boston,1900,1
138857,Boston,1901,9
138860,Boston,1903,1
138862,Boston,1890,3
138863,Boston,1899,8
138864,Boston,1890,6
138865,Boston,1910,3
138866,Boston,1915,1
138867,Boston,1890,1
138868,Boston,1900,3
138869,Boston,1890,3
138870,Boston,1920,1
138871,Boston,1933,2
138872,Boston,1929,1
138873,Boston,1950,2
138875,Boston,1900,1
138876,Boston,1970,43
138877,Boston,2007,20
138878,Boston,1906,3
138879,Boston,1950,1
138880,Boston,1900,1
138881,Boston,1905,3
138882,Boston,1989,2
138884,Boston,2010,1
138885,Boston,1974,1
138886,Boston,1910,1
138888,Boston,1950,1
138889,Boston,1920,2
138894,Boston,1874,1
138895,Boston,1923,1
138896,Boston,1890,2
138897,Boston,2011,1
138898,Boston,1920,1
138899,Boston,1963,1
138900,Boston,1965,1
138901,Boston,1920,1
138903,Boston,1900,1
138907,Boston,2010,4
138908,Boston,1910,1
138909,Boston,1999,7
138910,Boston,1935,1
138911,Boston,1963,1
138912,Boston,2016,1
138913,Boston,1920,14
138914,Boston,1933,1
138915,Boston,1960,1
138916,Boston,1957,1
138917,Boston,2018,1
138919,Boston,1926,1
138920,Boston,1930,1
138921,Boston,1935,2
138922,Boston,1865,1
138923,Boston,1890,1
138924,Boston,1830,2
138927,Boston,1962,1
138929,Boston,1998,1
138931,Boston,1890,1
138932,Boston,1920,1
138933,Boston,1928,1
138934,Boston,1900,3
138936,Boston,1920,2
138938,Boston,1910,3
138940,Boston,1895,1
138941,Boston,2009,1
138942,Boston,2002,3
138945,Boston,2009,2
138946,Boston,1890,5
138947,Boston,1860,3
138948,Boston,1999,9
138949,Boston,1860,3
138950,Boston,1905,3
138953,Boston,1900,5
138954,Boston,1960,1
138955,Boston,1900,5
138956,Boston,1899,3
138957,Boston,1900,3
138958,Boston,2007,5
138960,Boston,1905,3
138961,Boston,1905,3
138962,Boston,1905,3
138963,Boston,2007,31
138965,Boston,2005,2
138966,Boston,1900,1
138967,Boston,1870,1
138968,Boston,1915,1
138969,Boston,2011,1
138970,Boston,1900,3
138971,Boston,1899,1
138972,Boston,1930,1
138973,Boston,1910,1
138974,Boston,2011,1
138977,Boston,1899,3
138979,Boston,1905,3
138980,Boston,1960,1
138981,Boston,1927,2
138982,Boston,2016,3
138984,Boston,1925,2
138985,Boston,1913,3
138986,Boston,1899,1
138987,Boston,1875,3
138989,Boston,1930,1
138990,Boston,1910,1
138991,Boston,1900,1
138992,Boston,1935,3
138993,Boston,1900,1
138995,Boston,1960,1
138996,Boston,1950,1
138997,Boston,1998,1
138999,Boston,1920,1
139000,Boston,1900,2
139001,Boston,1900,1
139003,Boston,1920,2
139004,Boston,1910,6
139007,Boston,1840,3
139008,Boston,1905,3
139009,Boston,1935,2
139010,Boston,1920,5
139011,Boston,1999,1
139012,Boston,1899,2
139013,Boston,1999,3
139014,Boston,1960,1
139016,Boston,1900,18
139017,Boston,1900,1
139018,Boston,1900,5
139019,Boston,1890,3
139020,Boston,1929,1
139023,Boston,2019,1
139024,Boston,2009,2
139025,Boston,1910,3
139026,Boston,2009,2
139027,Boston,1969,1
139028,Boston,1899,1
139033,Boston,1930,3
139034,Boston,1920,5
139035,Boston,1900,2
139036,Boston,2005,1
139037,Boston,2005,1
139038,Boston,1900,5
139039,Boston,1905,5
139040,Boston,1999,5
139041,Boston,1900,5
139042,Boston,1999,9
139043,Boston,1890,3
139044,Boston,1900,5
139046,Boston,1895,3
139048,Boston,1905,19
139049,Boston,1924,1
139050,Boston,1899,1
139051,Boston,1999,15
139053,Boston,1920,1
139054,Boston,1920,2
139055,Boston,1900,1
139057,Boston,2007,1
139059,Boston,1890,3
139060,Boston,1987,1
139061,Boston,1940,3
139062,Boston,1860,2
139063,Boston,1920,11
139064,Boston,2004,35
139066,Boston,2010,5
139067,Boston,1880,3
139068,Boston,1999,8
139070,Boston,1896,1
139073,Boston,1900,2
139074,Boston,1960,72
139075,Boston,1925,1
139077,Boston,1910,2
139078,Boston,1920,3
139080,Boston,1900,2
139082,Boston,1920,1
139085,Boston,1999,9
139087,Boston,1900,6
139088,Boston,1899,5
139089,Boston,1900,11
139090,Boston,1900,4
139091,Boston,1900,3
139092,Boston,1899,1
139093,Boston,1910,1
139094,Boston,1915,2
139095,Boston,1915,1
139097,Boston,1905,5
139098,Boston,1905,3
139099,Boston,1900,2
139101,Boston,1900,2
139102,Boston,2014,1
139103,Boston,2012,1
139104,Boston,1950,1
139105,Boston,1899,3
139106,Boston,2012,1
139107,Boston,1890,1
139108,Boston,1999,5
139109,Boston,1880,1
139110,Boston,1940,10
139111,Boston,1890,2
139113,Boston,1933,1
139114,Boston,1935,2
139115,Boston,1927,1
139117,Boston,2013,1
139119,Boston,1910,2
139120,Boston,1885,1
139121,Boston,2016,1
139123,Boston,1899,6
139124,Boston,1900,5
139125,Boston,1905,3
139126,Boston,1914,1
139127,Boston,1965,2
139130,Boston,1899,1
139131,Boston,1930,2
139132,Boston,1950,1
139134,Boston,2003,14
139136,Boston,1900,1
139137,Boston,1899,7
139138,Boston,1900,1
139139,Boston,1910,7
139140,Boston,1999,5
139141,Boston,1999,11
139142,Boston,1890,1
139145,Boston,1910,1
139146,Boston,1890,1
139147,Boston,1900,7
139148,Boston,1900,1
139149,Boston,1967,1
139150,Boston,1900,2
139151,Boston,1910,2
139152,Boston,1890,2
139153,Boston,1948,2
139154,Boston,1899,10
139155,Boston,1890,5
139156,Boston,1910,2
139157,Boston,1890,1
139159,Boston,1905,12
139160,Boston,1886,3
139161,Boston,1900,3
139166,Boston,1900,5
139167,Boston,1920,2
139169,Boston,1910,4
139170,Boston,1899,1
139171,Boston,1905,2
139172,Boston,1999,140
139175,Boston,2011,1
139176,Boston,1865,1
139177,Boston,1955,1
139178,Boston,1983,1
139180,Boston,1998,1
139181,Boston,1998,1
139182,Boston,2012,3
139183,Boston,2009,1
139184,Boston,1910,3
139186,Boston,1900,3
139188,Boston,1920,3
139189,Boston,2011,5
139191,Boston,2012,1
139195,Boston,1910,4
139196,Boston,1920,5
139197,Boston,1934,2
139198,Boston,1906,1
139200,Boston,1890,2
139201,Boston,1890,3
139202,Boston,1890,3
139204,Boston,1999,9
139205,Boston,1910,22
139206,Boston,2015,2
139207,Boston,2013,3
139208,Boston,1900,2
139209,Boston,1905,1
139210,Boston,1962,1
139211,Boston,1900,3
139212,Boston,1935,1
139214,Boston,1890,2
139215,Boston,2016,2
139217,Boston,1870,5
139218,Boston,1999,7
139219,Boston,1935,5
139221,Boston,2020,6
139222,Boston,2012,1
139223,Boston,1900,1
139224,Boston,1960,1
139225,Boston,2019,3
139228,Boston,1899,3
139233,Boston,1939,1
139234,Boston,1923,1
139235,Boston,1890,3
139236,Boston,2010,1
139237,Boston,2010,1
139238,Boston,2010,1
139239,Boston,1910,1
139240,Boston,1995,1
139241,Boston,1880,1
139243,Boston,1937,2
139245,Boston,1905,3
139246,Boston,1905,5
139247,Boston,1885,2
139249,Boston,1910,1
139250,Boston,1908,1
139251,Boston,1899,1
139252,Boston,1930,3
139253,Boston,1900,2
139254,Boston,1890,5
139256,Boston,1899,2
139257,Boston,1998,7
139258,Boston,1920,5
139259,Boston,2013,5
139261,Boston,1890,1
139262,Boston,1860,3
139263,Boston,1900,1
139264,Boston,1999,7
139265,Boston,1920,1
139268,Boston,2013,1
139269,Boston,1962,1
139270,Boston,1910,1
139271,Boston,1919,1
139272,Boston,1900,1
139273,Boston,1906,1
139275,Boston,1900,3
139276,Boston,1900,2
139277,Boston,1900,3
139278,Boston,1910,2
139279,Boston,2013,5
139280,Boston,1890,3
139281,Boston,1973,5
139282,Boston,1890,1
139283,Boston,1890,1
139284,Boston,1890,1
139285,Boston,2010,5
139286,Boston,1915,2
139287,Boston,1900,1
139288,Boston,2010,1
139289,Boston,2009,1
139290,Boston,1899,3
139291,Boston,1899,5
139293,Boston,1935,2
139294,Boston,1935,1
139295,Boston,1900,1
139296,Boston,1905,3
139297,Boston,1890,3
139298,Boston,1923,1
139299,Boston,1899,1
139300,Boston,1910,3
139301,Boston,2009,7
139302,Boston,1963,2
139303,Boston,1905,3
139304,Boston,1956,1
139305,Boston,1899,5
139306,Boston,1981,1
139307,Boston,1899,1
139308,Boston,1899,2
139309,Boston,1860,2
139310,Boston,1860,2
139311,Boston,1900,3
139312,Boston,1900,3
139313,Boston,1905,3
139314,Boston,1875,1
139316,Boston,2002,3
139317,Boston,2002,3
139318,Boston,1950,1
139322,Boston,2010,1
139323,Boston,1920,1
139324,Boston,1900,2
139325,Boston,1920,2
139326,Boston,1930,8
139327,Boston,1920,2
139328,Boston,1900,2
139329,Boston,1854,1
139330,Boston,2013,3
139331,Boston,1899,10
139332,Boston,1999,3
139333,Boston,1999,3
139334,Boston,1929,2
139335,Boston,1905,3
139336,Boston,1910,6
139337,Boston,1924,3
139338,Boston,1905,3
139339,Boston,1899,11
139340,Boston,1860,1
139341,Boston,1899,12
139342,Boston,1966,1
139343,Boston,1955,1
139344,Boston,1940,3
139345,Boston,1933,1
139346,Boston,1890,1
139347,Boston,1899,1
139348,Boston,1899,1
139350,Boston,1930,2
139351,Boston,1950,1
139352,Boston,1955,1
139353,Boston,1920,2
139355,Boston,1920,2
139356,Boston,1905,2
139357,Boston,1840,3
139358,Boston,1865,2
139359,Boston,1850,1
139360,Boston,1860,1
139361,Boston,1900,1
139362,Boston,1919,6
139363,Boston,1890,3
139364,Boston,1930,1
139365,Boston,1885,2
139366,Boston,1920,2
139367,Boston,1883,1
139371,Boston,1905,1
139372,Boston,1899,28
139373,Boston,1963,1
139376,Boston,1902,1
139377,Boston,1890,3
139378,Boston,1910,1
139379,Boston,1910,1
139380,Boston,1890,3
139381,Boston,1940,2
139382,Boston,2013,3
139383,Boston,1905,2
139384,Boston,2022,3
139387,Boston,1880,1
139388,Boston,1899,9
139389,Boston,1850,2
139391,Boston,1900,2
139395,Boston,1990,1
139397,Boston,1900,6
139398,Boston,1983,1
139399,Boston,1987,1
139400,Boston,1920,1
139402,Boston,1960,1
139403,Boston,2010,3
139404,Boston,1905,3
139405,Boston,1900,2
139406,Boston,1890,3
139407,Boston,1890,5
139408,Boston,1900,5
139409,Boston,1899,3
139410,Boston,2000,1
139411,Boston,1999,18
139412,Boston,1899,11
139413,Boston,1899,8
139414,Boston,1920,1
139416,Boston,1905,7
139417,Boston,1900,3
139418,Boston,1900,1
139419,Boston,1960,1
139420,Boston,1959,1
139421,Boston,1933,2
139422,Boston,1928,1
139423,Boston,1950,1
139424,Boston,1910,2
139425,Boston,2019,1
139426,Boston,1905,3
139427,Boston,2017,5
139429,Boston,1900,2
139430,Boston,1885,1
139431,Boston,1850,2
139432,Boston,1915,1
139434,Boston,1900,23
139435,Boston,1880,3
139436,Boston,1900,17
139437,Boston,2006,23
139438,Boston,1950,1
139439,Boston,1875,1
139440,Boston,2013,1
139442,Boston,1900,1
139443,Boston,1880,1
139444,Boston,1910,2
139446,Boston,2018,4
139447,Boston,1885,3
139448,Boston,1890,1
139449,Boston,1890,5
139450,Boston,1899,5
139451,Boston,1880,5
139452,Boston,1900,5
139453,Boston,1899,11
139454,Boston,1905,3
139455,Boston,1890,3
139456,Boston,1900,4
139457,Boston,2001,10
139459,Boston,1999,7
139460,Boston,1950,1
139463,Boston,2013,334
139464,Boston,1910,22
139465,Boston,1925,3
139466,Boston,1915,2
139467,Boston,1920,3
139468,Boston,1924,3
139469,Boston,1950,1
139470,Boston,2013,3
139471,Boston,1920,2
139472,Boston,1890,3
139473,Boston,2021,2
139474,Boston,1905,3
139475,Boston,1910,3
139476,Boston,1885,2
139477,Boston,1905,3
139478,Boston,1910,3
139479,Boston,1899,1
139480,Boston,1980,209
139481,Boston,1910,11
139482,Boston,1899,17
139484,Boston,1900,1
139485,Boston,1999,5
139486,Boston,1900,2
139487,Boston,1890,5
139488,Boston,1890,3
139489,Boston,1890,1
139490,Boston,1920,12
139491,Boston,1880,5
139492,Boston,1899,8
139493,Boston,1900,7
139495,Boston,1899,7
139496,Boston,1900,2
139499,Boston,1850,2
139500,Boston,1890,3
139501,Boston,1890,1
139502,Boston,1880,7
139503,Boston,1983,1
139506,Boston,2012,1
139507,Boston,2009,2
139510,Boston,2010,1
139511,Boston,2010,1
139512,Boston,1910,1
139513,Boston,1900,2
139515,Boston,1875,1
139516,Boston,1900,3
139517,Boston,1890,2
139518,Boston,1900,3
139519,Boston,1885,3
139521,Boston,1900,3
139522,Boston,2003,1
139523,Boston,1900,1
139524,Boston,1910,3
139525,Boston,1899,1
139526,Boston,1900,2
139527,Boston,1920,2
139528,Boston,1962,1
139529,Boston,1920,1
139530,Boston,1951,1
139534,Boston,1900,3
139536,Boston,1905,1
139537,Boston,1850,2
139538,Boston,1860,1
139539,Boston,1860,1
139540,Boston,1875,5
139541,Boston,1843,1
139542,Boston,1940,1
139543,Boston,1975,1
139545,Boston,2006,3
139546,Boston,1931,2
139547,Boston,1999,7
139548,Boston,1890,1
139549,Boston,1890,1
139550,Boston,1860,1
139551,Boston,2007,2
139552,Boston,2007,6
139553,Boston,1930,1
139554,Boston,1930,1
139555,Boston,2007,1
139556,Boston,1920,3
139558,Boston,1999,11
139559,Boston,1885,2
139561,Boston,1905,5
139563,Boston,1890,3
139564,Boston,1905,1
139565,Boston,1920,11
139566,Boston,1905,1
139567,Boston,1905,3
139568,Boston,1910,1
139569,Boston,1999,7
139570,Boston,1900,2
139571,Boston,1890,3
139572,Boston,1899,10
139574,Boston,2014,9
139576,Boston,2011,13
139578,Boston,2014,1
139579,Boston,2015,8
139583,Boston,2012,11
139584,Boston,2002,1
139585,Boston,1999,5
139586,Boston,1890,3
139587,Boston,1999,7
139588,Boston,1999,7
139589,Boston,1999,11
139592,Boston,1899,7
139593,Boston,1861,2
139594,Boston,1930,1
139595,Boston,1899,1
139596,Boston,1900,3
139597,Boston,1875,5
139598,Boston,1890,5
139599,Boston,1880,2
139600,Boston,1890,3
139601,Boston,1910,1
139603,Boston,1920,2
139606,Boston,1960,1
139607,Boston,2014,1
139608,Boston,1920,1
139610,Boston,1922,4
139611,Boston,1920,5
139612,Boston,1899,5
139614,Boston,2005,1
139615,Boston,1940,1
139616,Boston,1950,2
139617,Boston,1926,2
139618,Boston,1929,1
139619,Boston,1905,1
139620,Boston,1985,1
139621,Boston,1895,2
139622,Boston,1951,1
139623,Boston,1950,1
139624,Boston,1910,2
139625,Boston,1905,3
139626,Boston,1905,3
139627,Boston,1920,4
139628,Boston,1999,5
139629,Boston,2015,233
139630,Boston,1994,1
139631,Boston,1920,1
139632,Boston,1899,1
139634,Boston,1925,1
139636,Boston,1890,3
139637,Boston,2015,1
139638,Boston,1900,2
139639,Boston,2001,4
139640,Boston,1920,1
139642,Boston,2009,1
139643,Boston,1900,1
139644,Boston,1905,1
139645,Boston,1910,3
139646,Boston,1900,1
139647,Boston,1895,2
139648,Boston,1930,1
139649,Boston,2006,5
139650,Boston,1910,2
139651,Boston,2006,5
139652,Boston,1899,5
139653,Boston,1870,1
139654,Boston,1999,9
139655,Boston,1890,2
139656,Boston,1905,4
139657,Boston,1999,3
139658,Boston,2007,15
139659,Boston,1956,1
139660,Boston,1927,1
139662,Boston,1998,6
139663,Boston,1918,3
139664,Boston,1900,2
139665,Boston,1999,30
139666,Boston,1895,1
139667,Boston,1895,1
139669,Boston,1900,3
139670,Boston,1872,1
139671,Boston,1880,2
139672,Boston,1900,2
139673,Boston,1999,5
139674,Boston,1999,7
139675,Boston,1999,11
139676,Boston,1945,2
139678,Boston,1900,3
139679,Boston,1931,1
139680,Boston,1920,2
139681,Boston,1920,1
139682,Boston,1890,3
139683,Boston,1886,1
139684,Boston,1890,1
139685,Boston,1920,1
139686,Boston,2018,11
139687,Boston,1968,1
139689,Boston,1940,1
139690,Boston,1905,3
139691,Boston,1905,2
139692,Boston,2014,1
139695,Boston,1930,15
139696,Boston,1900,1
139698,Boston,1915,3
139699,Boston,1900,2
139700,Boston,2010,1
139701,Boston,2011,1
139702,Boston,1930,1
139703,Boston,1920,1
139704,Boston,2010,1
139705,Boston,2010,2
139707,Boston,1960,3
139708,Boston,2005,5
139709,Boston,1890,2
139710,Boston,1905,2
139711,Boston,1900,2
139712,Boston,1899,4
139713,Boston,1984,3
139715,Boston,1900,5
139718,Boston,1904,1
139719,Boston,2012,18
139720,Boston,1935,1
139721,Boston,2013,3
139723,Boston,1910,2
139724,Boston,1910,1
139725,Boston,1923,1
139726,Boston,1909,2
139727,Boston,1900,3
139729,Boston,1961,1
139730,Boston,1960,1
139732,Boston,1899,1
139733,Boston,1918,1
139734,Boston,2022,2
139735,Boston,1915,2
139736,Boston,1910,8
139737,Boston,1905,3
139738,Boston,1910,3
139739,Boston,1861,1
139740,Boston,1900,3
139741,Boston,1900,1
139743,Boston,1890,5
139744,Boston,1910,3
139745,Boston,1910,5
139746,Boston,1910,5
139747,Boston,1915,2
139748,Boston,1880,2
139749,Boston,1905,3
139751,Boston,1890,2
139752,Boston,1903,3
139753,Boston,2012,5
139755,Boston,1905,3
139756,Boston,1899,3
139757,Boston,1899,1
139758,Boston,1910,1
139759,Boston,1944,3
139761,Boston,1930,1
139763,Boston,1999,3
139765,Boston,1925,1
139766,Boston,1930,1
139768,Boston,1930,1
139769,Boston,1930,2
139770,Boston,1950,2
139771,Boston,1935,2
139772,Boston,1933,1
139773,Boston,1932,1
139774,Boston,1945,1
139776,Boston,1890,1
139777,Boston,1890,3
139778,Boston,1890,5
139779,Boston,1905,5
139780,Boston,1999,5
139781,Boston,1960,1
139782,Boston,1994,1
139783,Boston,1920,3
139784,Boston,1850,1
139785,Boston,1999,5
139786,Boston,1890,4
139787,Boston,1925,11
139788,Boston,1999,5
139789,Boston,1875,3
139790,Boston,1885,1
139791,Boston,1875,4
139793,Boston,1999,19
139794,Boston,1899,14
139795,Boston,1930,7
139797,Boston,1899,11
139798,Boston,1999,7
139799,Boston,1905,5
139800,Boston,1890,5
139801,Boston,1905,3
139802,Boston,1999,3
139803,Boston,1880,1
139804,Boston,1999,7
139805,Boston,1860,3
139806,Boston,1920,1
139807,Boston,1899,1
139808,Boston,1899,2
139809,Boston,1993,1
139810,Boston,1900,3
139811,Boston,1900,1
139812,Boston,1910,1
139813,Boston,1865,1
139814,Boston,1999,7
139815,Boston,1880,1
139816,Boston,1880,3
139817,Boston,1999,6
139819,Boston,1890,3
139821,Boston,2011,9
139823,Boston,2021,1
139825,Boston,1971,1
139826,Boston,1948,1
139827,Boston,1895,3
139829,Boston,1982,20
139830,Boston,1899,1
139833,Boston,1905,2
139835,Boston,1885,2
139836,Boston,1950,1
139837,Boston,1910,1
139838,Boston,1940,1
139839,Boston,1875,2
139840,Boston,2013,3
139841,Boston,1910,3
139843,Boston,1890,3
139844,Boston,1890,3
139846,Boston,1915,2
139847,Boston,1849,1
139850,Boston,1900,2
139851,Boston,1885,2
139852,Boston,1910,5
139853,Boston,1900,1
139856,Boston,1900,1
139857,Boston,1890,2
139858,Boston,1880,1
139859,Boston,1890,1
139861,Boston,1899,1
139863,Boston,1899,54
139865,Boston,1975,1
139866,Boston,1899,1
139867,Boston,1900,1
139868,Boston,1930,2
139869,Boston,1890,5
139870,Boston,1899,1
139872,Boston,1910,5
139873,Boston,1930,2
139874,Boston,2000,5
139875,Boston,2013,3
139876,Boston,1890,5
139877,Boston,1870,3
139878,Boston,2013,3
139879,Boston,1900,6
139880,Boston,1890,3
139881,Boston,1890,1
139882,Boston,1900,3
139884,Boston,1890,1
139885,Boston,1920,1
139886,Boston,2000,1
139888,Boston,1925,1
139889,Boston,1929,1
139890,Boston,1920,2
139891,Boston,1920,2
139892,Boston,1915,4
139893,Boston,1930,1
139894,Boston,1970,1
139895,Boston,2010,1
139896,Boston,1985,1
139897,Boston,1890,4
139898,Boston,1899,1
139900,Boston,1999,5
139902,Boston,2015,1
139904,Boston,1900,3
139905,Boston,1853,3
139906,Boston,1900,2
139909,Boston,1935,2
139910,Boston,1905,15
139911,Boston,1905,17
139912,Boston,1999,9
139913,Boston,1895,1
139914,Boston,1942,1
139915,Boston,1945,1
139916,Boston,1960,1
139917,Boston,1910,1
139918,Boston,1999,5
139919,Boston,1905,5
139920,Boston,1905,3
139921,Boston,1905,3
139922,Boston,1915,1
139923,Boston,2017,3
139924,Boston,2016,3
139925,Boston,1890,3
139926,Boston,1930,2
139927,Boston,2010,5
139928,Boston,2009,1
139929,Boston,2016,2
139930,Boston,1899,1
139933,Boston,2017,5
139934,Boston,1900,1
139936,Boston,1970,1
139940,Boston,1885,1
139941,Boston,1905,2
139942,Boston,1925,2
139943,Boston,1905,2
139946,Boston,2021,9
139947,Boston,1999,11
139948,Boston,1999,9
139949,Boston,1899,1
139953,Boston,1860,1
139954,Boston,1890,2
139955,Boston,1920,5
139956,Boston,1900,1
139957,Boston,1894,1
139959,Boston,1914,3
139960,Boston,1890,2
139961,Boston,2013,3
139962,Boston,1905,1
139963,Boston,1890,3
139964,Boston,1900,1
139965,Boston,1865,3
139967,Boston,1935,1
139968,Boston,1880,1
139969,Boston,1999,7
139970,Boston,1999,5
139971,Boston,1900,4
139972,Boston,1910,3
139973,Boston,1900,2
139974,Boston,1979,1
139975,Boston,1979,1
139976,Boston,1899,1
139977,Boston,1880,1
139978,Boston,1999,4
139979,Boston,1865,1
139980,Boston,1950,2
139981,Boston,1910,1
139982,Boston,1900,2
139983,Boston,1952,1
139984,Boston,1950,1
139985,Boston,1964,1
139986,Boston,1965,1
139987,Boston,1964,1
139988,Boston,1910,1
139989,Boston,1875,1
139990,Boston,1999,7
139992,Boston,1890,3
139993,Boston,1999,9
139995,Boston,1999,7
139996,Boston,1900,3
139997,Boston,1920,5
139998,Boston,1999,9
139999,Boston,1966,1
140001,Boston,1890,2
140004,Boston,1910,7
140005,Boston,1910,5
140006,Boston,1918,3
140007,Boston,1899,9
140008,Boston,1900,4
140009,Boston,1890,3
140010,Boston,1999,7
140011,Boston,1910,1
140017,Boston,1890,3
140018,Boston,1890,2
140019,Boston,1905,3
140020,Boston,1920,2
140021,Boston,1930,1
140024,Boston,1900,1
140025,Boston,1900,1
140031,Boston,1885,4
140033,Boston,1999,5
140034,Boston,2012,1
140035,Boston,2011,1
140036,Boston,1900,3
140037,Boston,1900,1
140038,Boston,1900,3
140040,Boston,1905,3
140042,Boston,2013,1
140044,Boston,2007,1
140046,Boston,2016,1
140047,Boston,1950,1
140048,Boston,1900,1
140049,Boston,1999,7
140053,Boston,1973,1
140054,Boston,2012,11
140055,Boston,1920,1
140056,Boston,1900,5
140059,Boston,1905,3
140060,Boston,1905,5
140061,Boston,1860,3
140062,Boston,1899,5
140063,Boston,1900,2
140065,Boston,1899,1
140066,Boston,1900,1
140068,Boston,1900,1
140069,Boston,1905,3
140070,Boston,2004,8
140076,Boston,2012,149
140078,Boston,1972,1
140081,Boston,2010,1
140082,Boston,2010,1
140083,Boston,2010,1
140084,Boston,1900,3
140085,Boston,1992,1
140086,Boston,1890,3
140089,Boston,2018,5
140091,Boston,1910,2
140092,Boston,1860,1
140093,Boston,1960,1
140095,Boston,1867,2
140096,Boston,1925,5
140097,Boston,1920,8
140099,Boston,2019,2
140101,Boston,1920,2
140102,Boston,1905,3
140103,Boston,2004,1
140104,Boston,1999,9
140105,Boston,1899,16
140106,Boston,1900,4
140107,Boston,1910,3
140108,Boston,1999,7
140109,Boston,1900,15
140111,Boston,1960,1
140112,Boston,1899,3
140113,Boston,1880,1
140114,Boston,1860,1
140115,Boston,1899,4
140116,Boston,1910,1
140117,Boston,1900,2
140118,Boston,2009,1
140119,Boston,1930,1
140120,Boston,1935,2
140121,Boston,1920,1
140124,Boston,1950,1
140125,Boston,1925,1
140127,Boston,1910,3
140129,Boston,1920,1
140131,Boston,1986,1
140133,Boston,2009,2
140134,Boston,2006,1
140135,Boston,2015,1
140137,Boston,2010,1
140138,Boston,2009,1
140139,Boston,2009,1
140140,Boston,2009,1
140141,Boston,1920,1
140142,Boston,2009,2
140143,Boston,1899,10
140145,Boston,1925,1
140147,Boston,1890,5
140148,Boston,1890,1
140149,Boston,1999,5
140150,Boston,1905,3
140151,Boston,1899,1
140152,Boston,1890,1
140153,Boston,1900,3
140154,Boston,1910,12
140155,Boston,1970,1
140156,Boston,1905,3
140157,Boston,1955,1
140159,Boston,1880,3
140160,Boston,1925,3
140162,Boston,2001,3
140163,Boston,2011,1
140164,Boston,2006,1
140165,Boston,1965,1
140167,Boston,2010,1
140168,Boston,2010,1
140169,Boston,2010,1
140170,Boston,1920,1
140171,Boston,1932,1
140172,Boston,2009,3
140173,Boston,2007,1
140174,Boston,1900,1
140176,Boston,1999,5
140177,Boston,1920,3
140178,Boston,1910,4
140179,Boston,1950,2
140180,Boston,1950,3
140181,Boston,2007,1
140182,Boston,2006,2
140183,Boston,1999,3
140184,Boston,1905,3
140186,Boston,1875,3
140187,Boston,1920,9
140188,Boston,1992,3
140189,Boston,1899,1
140191,Boston,1882,3
140192,Boston,1900,2
